tile_name,area_ha_projected,distance_to_2022_m
dop20rgbi_32_356_5502_2_rp_2023_002_014,0.032084864002717366,2600.2328818532155
dop20rgbi_32_356_5502_2_rp_2023_002_015,0.023533651895846535,2502.0713936405177
dop20rgbi_32_356_5502_2_rp_2023_002_015,0.04328663089123605,2569.603143116399
dop20rgbi_32_356_5502_2_rp_2023_002_016,0.05212978343182261,2448.8750544513605
dop20rgbi_32_356_5502_2_rp_2023_002_016,0.10677251283912727,2459.4364715354327
dop20rgbi_32_356_5502_2_rp_2023_003_001,0.01415932800055703,3988.9241453646814
dop20rgbi_32_356_5502_2_rp_2023_004_001,0.38903619199641054,3941.4474127607414
dop20rgbi_32_356_5502_2_rp_2023_006_019,0.1681665600010606,2157.9643741077043
dop20rgbi_32_356_5502_2_rp_2023_006_020,0.04759344000089083,2142.8616923576633
dop20rgbi_32_356_5502_2_rp_2023_007_018,0.0312800000007078,2308.695622780351
dop20rgbi_32_356_5502_2_rp_2023_007_019,0.2685463679987171,2167.0281585433236
dop20rgbi_32_356_5502_2_rp_2023_007_020,0.023037631999411966,2157.756622479341
dop20rgbi_32_356_5502_2_rp_2023_008_017,0.2574753599973654,2389.866238914638
dop20rgbi_32_356_5502_2_rp_2023_008_018,0.2695326399979069,2316.314271234128
dop20rgbi_32_356_5502_2_rp_2023_009_016,0.25233948799902184,2516.976471859976
dop20rgbi_32_356_5502_2_rp_2023_009_017,0.3642525119985456,2420.6519618146435
dop20rgbi_32_356_5502_2_rp_2023_011_020,0.04528214399904454,2072.0353664753843
dop20rgbi_32_356_5502_2_rp_2023_012_019,0.5992816639933385,2145.9288338425226
dop20rgbi_32_356_5502_2_rp_2023_012_020,0.7579567679957099,2055.986809514799
dop20rgbi_32_356_5502_2_rp_2023_013_016,0.061642542996024396,2439.5387588951025
dop20rgbi_32_356_5502_2_rp_2023_013_017,0.06331414399742984,2325.2291413749826
dop20rgbi_32_356_5502_2_rp_2023_013_018,0.03494185600147748,2305.478872788617
dop20rgbi_32_356_5502_2_rp_2023_013_019,0.04563267200337047,2142.7729697558843
dop20rgbi_32_356_5502_2_rp_2023_013_020,0.06075132799999703,2105.9654733572283
dop20rgbi_32_356_5502_2_rp_2023_014_016,0.3937810559951519,2412.129880394127
dop20rgbi_32_356_5502_2_rp_2023_014_017,0.903314623992662,2316.691986410717
dop20rgbi_32_356_5502_2_rp_2023_014_018,0.12709631999931217,2295.375758675311
dop20rgbi_32_356_5502_2_rp_2023_015_016,0.11976099200232304,2407.5090861489844
dop20rgbi_32_356_5502_2_rp_2023_015_017,0.19374300800278493,2350.8377053785325
dop20rgbi_32_356_5502_2_rp_2023_020_014,0.11217581142192903,2599.9999999752035
