label_year,patch_row,patch_col,target,positive_fraction,ndvi_recent,ndre_recent,nbr_recent,ndvi_prior,ndre_prior,nbr_prior,ndvi_change,ndre_change,nbr_change,ndvi_std,ndre_std,valid_fraction,spatial_block
2022,48,126,1,0.12,0.662656,0.44140857,0.44210845,0.72013175,0.4752914,0.5316724,-0.057475742,-0.03388284,-0.08956394,0.18517058,0.13746814,0.8766666666666667,2022_4_12
2022,48,127,1,0.68,0.6701804,0.44409204,0.43586555,0.71037644,0.46626496,0.5225431,-0.040196076,-0.02217291,-0.08667749,0.10548465,0.076967314,0.8333333333333335,2022_4_12
2022,48,128,1,1.0,0.66180074,0.43281305,0.41149017,0.7324409,0.48566356,0.51139003,-0.07064019,-0.052850585,-0.09989984,0.10039167,0.0741785,0.8333333333333335,2022_4_12
2022,48,129,1,1.0,0.64976364,0.4264425,0.41175437,0.72323763,0.48114118,0.50033873,-0.073473975,-0.054698657,-0.08858432,0.088737994,0.067478955,0.8333333333333335,2022_4_12
2022,48,130,1,1.0,0.608238,0.3933558,0.35876682,0.7299338,0.48717213,0.53442436,-0.12169573,-0.09381631,-0.1756575,0.12001152,0.089253895,0.8766666666666667,2022_4_13
2022,48,131,1,1.0,0.61311835,0.40705296,0.38898745,0.7251625,0.47939998,0.5533845,-0.112044185,-0.07234703,-0.16439699,0.10771602,0.085298784,0.8666666666666666,2022_4_13
2022,48,132,1,1.0,0.6533316,0.4191848,0.43897888,0.7307051,0.47580764,0.5585463,-0.07737347,-0.056622773,-0.11956746,0.09987429,0.07650067,0.8533333333333333,2022_4_13
2022,48,133,1,0.28,0.59356725,0.40372226,0.45433083,0.69324476,0.43799675,0.4985737,-0.0996775,-0.03427444,-0.044242878,0.17399763,0.12522839,0.9133333333333333,2022_4_13
2022,48,134,1,0.36,0.5960088,0.39744,0.43522915,0.66746354,0.4336953,0.43297517,-0.07145474,-0.036255304,0.002253976,0.16976519,0.12205772,0.9133333333333333,2022_4_13
2022,48,170,1,0.16,0.61520326,0.41682008,0.39259952,0.6995316,0.4633909,0.50511956,-0.08432841,-0.04657079,-0.112520024,0.14064643,0.109137304,0.8733333333333333,2022_4_17
2022,48,171,1,0.4,0.6348613,0.43342268,0.42817634,0.76398325,0.5302428,0.5782101,-0.12912193,-0.09682009,-0.15003373,0.12323662,0.09605122,0.8966666666666667,2022_4_17
2022,48,172,1,0.24,0.7473896,0.516158,0.5392974,0.80106336,0.5438259,0.6036492,-0.05367384,-0.027667886,-0.06435184,0.1136035,0.09960245,0.8966666666666666,2022_4_17
2022,49,126,1,0.08,0.615497,0.3881051,0.38044465,0.7541046,0.49515054,0.58136934,-0.13860762,-0.10704544,-0.20092472,0.17141838,0.12914526,0.8300000000000002,2022_4_12
